date,FGIndex,rsi,adx,standard_deviation,sma50,five_day_percentage,price,macd,macd_signal,macd_hist
2022-11-11,42.0,60.11325,14.342858,2.777055,101.1668,4.61,104.09,0.16958251101110022,-0.6234813780311168,0.793063889042217
2022-11-14,39.0,54.222285,14.546779,2.679698,101.157,2.38,102.01,0.2891402219988919,-0.4409570580251151,0.730097280024007
2022-11-15,41.0,56.704605,14.788148,2.505939,101.1656,3.7,103.14,0.46965819816314536,-0.25883400678746304,0.7284922049506084
2022-11-16,41.0,57.731265,15.268387,2.676333,101.1438,-0.59,103.61,0.6432303082842736,-0.07842114377311571,0.7216514520573893
2022-11-17,39.0,54.61542,14.938861,2.579739,101.0552,-1.47,102.56,0.6881289095668137,0.07488886689487018,0.6132400426719435
2022-11-18,42.0,57.683996,15.004847,2.490293,100.963,1.82,103.87,0.8199653759896961,0.2239041687138354,0.5960612072758606
2022-11-21,42.0,57.707512,15.30013,2.572577,100.8548,0.72,103.88,0.9147094408396583,0.362065223139,0.5526442177006583
2022-11-22,43.0,60.072313,15.19038,2.672517,100.8354,1.22,104.87,1.0574894410401612,0.5011500667192322,0.556339374320929
2022-11-23,44.0,62.68262,15.593333,2.83862,100.8402,3.37,106.02,1.2490408435785696,0.6507282220910997,0.5983126214874699
2022-11-25,45.0,64.713308,16.251311,2.923693,100.8782,2.97,106.96,1.459868400056493,0.8125562576841783,0.6473121423723147
2022-11-28,43.0,58.943973,16.165741,2.982185,100.906,1.45,105.39,1.4831678428804338,0.9466785747234294,0.5364892681570044
2022-11-29,42.0,57.570925,15.772985,2.963482,100.9242,0.12,105.0,1.4534090833506923,1.048024676448882,0.4053844069018102
2022-11-30,46.0,63.609988,16.223815,3.090958,101.0296,1.47,107.58,1.619342715247896,1.1622882842086848,0.4570544310392113
2022-12-01,46.0,64.351268,16.939378,3.094036,101.1752,0.91,107.93,1.7588138773867428,1.2815934028442966,0.4772204745424462
2022-12-02,47.0,64.705226,17.017425,2.852488,101.3156,2.56,108.09,1.8608062251891369,1.3974359673132646,0.46337025787587227
2022-12-05,43.0,54.87666,16.542585,2.548259,101.4102,0.39,105.41,1.7057198170549412,1.4590927372616,0.2466270797933412
2022-12-06,41.0,50.133573,15.454618,2.31602,101.4906,-3.46,103.86,1.4411282458152783,1.4554998389723357,-0.014371593157057383
2022-12-07,42.0,52.824886,14.410337,2.045237,101.6202,-2.89,104.81,1.293187519108244,1.4230373749995175,-0.1298498558912735
2022-12-08,46.0,58.218536,13.983762,1.721419,101.7842,-1.08,106.92,1.330861450957613,1.4046021901911367,-0.07374073923352364
2022-12-09,47.0,59.609148,14.105775,1.793871,101.9686,1.99,107.51,1.392277079033832,1.402137167959676,-0.009860088925844002
2022-12-12,49.0,63.945992,14.603182,2.004222,102.2232,5.42,109.49,1.5824770488481334,1.4382051441373673,0.14427190471076612
2022-12-13,52.0,67.784051,15.97499,2.247499,102.4634,6.41,111.53,1.876195235467918,1.5258031624034776,0.35039207306444053
2022-12-14,51.0,66.770935,16.973852,2.434042,102.627,4.06,111.26,2.0633967180279313,1.6333218735283683,0.430074844499563
2022-12-15,47.0,57.395616,16.877837,2.39487,102.7298,0.94,108.52,1.9679745551558483,1.7002524098538643,0.267722145301984
2022-12-16,44.0,52.712124,15.728236,2.21101,102.819,-2.36,106.91,1.742353492448018,1.708672626372695,0.033680866075322946
2022-12-19,44.0,51.807257,14.66075,2.108462,102.915,-4.43,106.59,1.52020190779146,1.670978482656448,-0.15077657486498808
2022-12-20,43.0,51.509677,13.642182,1.993502,103.0222,-4.29,106.49,1.3208500747096537,1.6009528010670893,-0.2801027263574356
2022-12-21,46.0,56.000529,13.197036,1.940828,103.15,-0.35,108.14,1.2812342502186738,1.5370090908974061,-0.25577484067873235
2022-12-22,46.0,55.630634,12.416473,1.928061,103.309,1.05,108.03,1.2268203221961755,1.4749713371571602,-0.24815101496098468
2022-12-23,46.0,56.056884,11.792979,1.934961,103.4232,1.49,108.18,1.1821732808999599,1.41641172590572,-0.2342384450057602
2022-12-27,46.0,57.207949,11.493406,1.894983,103.5764,1.95,108.57,1.1648324561704442,1.3660958719586649,-0.2012634157882207
2022-12-28,45.0,54.301429,11.650754,1.803408,103.6626,-0.29,107.83,1.0789405569530715,1.3086648089575463,-0.22972425200447488
2022-12-29,49.0,61.382594,12.060452,1.891642,103.7692,2.11,110.31,1.1971854728716238,1.2863689417403619,-0.08918346886873807
2022-12-30,48.0,59.307454,12.440885,1.939919,104.0028,1.49,109.79,1.2347028802394817,1.276035729440186,-0.04133284920070435
2023-01-03,48.0,58.448118,13.285919,1.973642,104.2902,0.93,109.58,1.233274035524957,1.2674833906571403,-0.03420935513218337
2023-01-04,51.0,62.937177,14.30474,1.999698,104.6132,3.13,111.21,1.3481286553580247,1.2836124435973173,0.06451621176070743
2023-01-05,50.0,61.147701,15.250788,1.794857,104.8634,0.44,110.8,1.3900446263912443,1.3048988801561028,0.08514574623514148
2023-01-06,53.0,65.131885,16.533658,1.743532,105.151,2.31,112.33,1.5290950922845923,1.3497381225818008,0.17935696970279147
2023-01-09,53.0,64.296527,18.061792,1.803216,105.4256,2.35,112.15,1.6062532055368308,1.4010411391728068,0.205212066364024
2023-01-10,55.0,68.416578,19.624604,2.012647,105.764,2.37,113.85,1.784012374546009,1.4776353862474474,0.30637698829856164
2023-01-11,53.0,65.086044,21.593306,2.157505,106.0372,2.12,113.15,1.847111297564041,1.5515305685107663,0.2955807290532746
2023-01-12,51.0,57.392172,22.458108,2.150844,106.2856,-0.86,111.36,1.7327060515233228,1.5877656651132777,0.14494038641004514
2023-01-13,55.0,63.043133,23.76251,2.281619,106.5696,1.21,113.51,1.7948363453487275,1.6291798011603675,0.16565654418835996
2023-01-17,54.0,62.544536,25.095649,2.382713,106.8766,-0.4,113.39,1.8134873009629473,1.6660413011208834,0.14744599984206386
2023-01-18,51.0,55.181355,25.016886,2.282786,107.1778,-1.45,111.51,1.6574618411055582,1.6643254091178186,-0.0068635680122604015
